,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,mass,planet_radius,orbital_radius,orbital_period,eccentricity
2409,2409,Kepler-154 d,2985.0,14.1 Earths,14.646,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6010/kepler-154-d/,Neptune-like,14.1 Earths,0.343 x Jupiter,0.1415 AU,20.5 days,0.0
2410,2410,Kepler-154 e,2985.0,2.86 Earths,14.646,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6011/kepler-154-e/,Super Earth,2.86 Earths,1.5 x Earth,0.047 AU,3.9 days,0.0
2411,2411,Kepler-154 f,2985.0,2.86 Earths,14.646,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6012/kepler-154-f/,Super Earth,2.86 Earths,1.5 x Earth,0.0871 AU,9.9 days,0.0
2412,2412,Kepler-1550 b,3846.0,9.38 Earths,15.107,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2421/kepler-1550-b/,Neptune-like,9.38 Earths,0.269 x Jupiter,0.7681 AU,225.6 days,0.0
2413,2413,Kepler-1551 b,4775.0,7.56 Earths,15.371,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2422/kepler-1551-b/,Neptune-like,7.56 Earths,0.237 x Jupiter,0.1772 AU,24.5 days,0.0
2414,2414,Kepler-1552 b,2509.0,6.66 Earths,15.203,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2423/kepler-1552-b/,Neptune-like,6.66 Earths,0.22 x Jupiter,0.6045 AU,184.8 days,0.0
2415,2415,Kepler-1553 b,2259.0,1.6 Earths,15.251,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2428/kepler-1553-b/,Super Earth,1.6 Earths,1.15 x Earth,0.0481 AU,4.2 days,0.0
2416,2416,Kepler-1554 b,3089.0,8.75 Earths,15.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2429/kepler-1554-b/,Neptune-like,8.75 Earths,0.259 x Jupiter,0.6314 AU,198.1 days,0.0
2417,2417,Kepler-1555 b,6567.0,3.22 Earths,15.425,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2430/kepler-1555-b/,Super Earth,3.22 Earths,1.61 x Earth,0.0805 AU,8.1 days,0.0
2418,2418,Kepler-1556 b,3081.0,4.5 Earths,15.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2431/kepler-1556-b/,Super Earth,4.5 Earths,1.96 x Earth,0.0829 AU,8.8 days,0.0
2419,2419,Kepler-1557 b,4502.0,2.96 Earths,15.383,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2432/kepler-1557-b/,Super Earth,2.96 Earths,1.53 x Earth,0.049 AU,3.7 days,0.0
2420,2420,Kepler-1558 b,1063.0,0.244 Earths,13.809,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2433/kepler-1558-b/,Terrestrial,0.244 Earths,0.68 x Earth,0.0419 AU,3.5 days,0.0
2421,2421,Kepler-1559 b,2006.0,0.299 Earths,14.549,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2434/kepler-1559-b/,Terrestrial,0.299 Earths,0.72 x Earth,0.018 AU,1 days,0.0
2422,2422,Kepler-155 b,957.0,5.02 Earths,14.654,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1748/kepler-155-b/,Super Earth,5.02 Earths,2.09 x Earth,0.056 AU,5.9 days,0.0
2423,2423,Kepler-155 c,957.0,5.65 Earths,14.654,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1749/kepler-155-c/,Neptune-like,5.65 Earths,0.2 x Jupiter,0.242 AU,52.7 days,0.0
2424,2424,Kepler-1560 b,1639.0,0.64 Earths,13.505,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2435/kepler-1560-b/,Terrestrial,0.64 Earths,0.89 x Earth,0.0397 AU,3 days,0.0
2425,2425,Kepler-1561 b,2737.0,1.32 Earths,14.734,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2436/kepler-1561-b/,Super Earth,1.32 Earths,1.09 x Earth,0.0194 AU,1 days,0.0
2426,2426,Kepler-1562 b,6722.0,12.3 Earths,15.303,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2437/kepler-1562-b/,Neptune-like,12.3 Earths,0.317 x Jupiter,0.3308 AU,64.3 days,0.0
2427,2427,Kepler-1563 b,2012.0,0.347 Earths,13.696,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2438/kepler-1563-b/,Terrestrial,0.347 Earths,0.75 x Earth,0.0442 AU,3.4 days,0.0
2428,2428,Kepler-1564 b,2965.0,2.76 Earths,15.124,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2439/kepler-1564-b/,Super Earth,2.76 Earths,1.47 x Earth,0.1327 AU,18.1 days,0.0
2429,2429,Kepler-1565 b,2055.0,1.81 Earths,15.381,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2440/kepler-1565-b/,Super Earth,1.81 Earths,1.19 x Earth,0.0241 AU,1.5 days,0.0
2430,2430,Kepler-1566 b,1522.0,0.418 Earths,14.564,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2441/kepler-1566-b/,Terrestrial,0.418 Earths,0.79 x Earth,0.0121 AU,0.5 days,0.0
2431,2431,Kepler-1567 b,3934.0,7.9 Earths,15.92,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2442/kepler-1567-b/,Neptune-like,7.9 Earths,0.244 x Jupiter,0.552 AU,154 days,0.0
2432,2432,Kepler-1568 b,2989.0,2.24 Earths,14.138,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2443/kepler-1568-b/,Super Earth,2.24 Earths,1.3 x Earth,0.1499 AU,20.9 days,0.0
2433,2433,Kepler-1569 b,3084.0,3.46 Earths,14.123,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2444/kepler-1569-b/,Super Earth,3.46 Earths,1.68 x Earth,0.0654 AU,5.8 days,0.0
2434,2434,Kepler-156 b,1447.0,5.9 Earths,14.339,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5952/kepler-156-b/,Neptune-like,5.9 Earths,0.205 x Jupiter,0.054 AU,5 days,0.0
2435,2435,Kepler-156 c,1447.0,7.04 Earths,14.339,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1750/kepler-156-c/,Neptune-like,7.04 Earths,0.227 x Jupiter,0.117 AU,15.9 days,0.0
2436,2436,Kepler-1570 b,2998.0,1.24 Earths,14.242,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2445/kepler-1570-b/,Super Earth,1.24 Earths,1.07 x Earth,0.1784 AU,26.5 days,0.0
2437,2437,Kepler-1571 b,2203.0,2.92 Earths,13.975,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2446/kepler-1571-b/,Super Earth,2.92 Earths,1.52 x Earth,0.0432 AU,3.4 days,0.0
2438,2438,Kepler-1572 b,3088.0,0.779 Earths,13.879,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2447/kepler-1572-b/,Terrestrial,0.779 Earths,0.94 x Earth,0.0614 AU,5.5 days,0.0
2439,2439,Kepler-1573 b,4747.0,1.87 Earths,15.304,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2448/kepler-1573-b/,Super Earth,1.87 Earths,1.2 x Earth,0.0364 AU,2.6 days,0.0
2440,2440,Kepler-1574 b,4515.0,2.21 Earths,15.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2449/kepler-1574-b/,Super Earth,2.21 Earths,1.29 x Earth,0.0743 AU,6.9 days,0.0
2441,2441,Kepler-1575 b,4067.0,2.27 Earths,15.53,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2450/kepler-1575-b/,Super Earth,2.27 Earths,1.31 x Earth,0.0366 AU,2.6 days,0.0
2442,2442,Kepler-1576 b,1503.0,1.12 Earths,13.439,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2451/kepler-1576-b/,Super Earth,1.12 Earths,1.04 x Earth,0.0726 AU,7 days,0.0
2443,2443,Kepler-1577 b,1664.0,1.51 Earths,15.228,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2452/kepler-1577-b/,Super Earth,1.51 Earths,1.13 x Earth,0.0657 AU,6.3 days,0.0
2444,2444,Kepler-1578 b,3471.0,1.12 Earths,15.585,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2453/kepler-1578-b/,Super Earth,1.12 Earths,1.04 x Earth,0.0252 AU,1.5 days,0.0
2445,2445,Kepler-1579 b,1520.0,0.52 Earths,15.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2454/kepler-1579-b/,Terrestrial,0.52 Earths,0.84 x Earth,0.014 AU,0.8 days,0.0
2446,2446,Kepler-157 b,2524.0,2.3 Earths,14.206,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1751/kepler-157-b/,Super Earth,2.3 Earths,1.32 x Earth,0.028 AU,1.7 days,0.0
2447,2447,Kepler-157 c,2524.0,5.65 Earths,14.206,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1752/kepler-157-c/,Neptune-like,5.65 Earths,0.2 x Jupiter,0.11 AU,13.5 days,0.0
2448,2448,Kepler-157 d,2524.0,2.73 Earths,14.206,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5701/kepler-157-d/,Super Earth,2.73 Earths,1.46 x Earth,0.0698 AU,7 days,0.0
2449,2449,Kepler-1580 b,3269.0,5.1 Earths,12.635,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2455/kepler-1580-b/,Neptune-like,5.1 Earths,2.11 x Earth,0.323 AU,56.6 days,0.0
2450,2450,Kepler-1581 b,1609.0,0.437 Earths,12.442,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2456/kepler-1581-b/,Terrestrial,0.437 Earths,0.8 x Earth,0.0674 AU,6.3 days,0.0
2451,2451,Kepler-1582 b,257.0,2.83 Earths,17.96,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2457/kepler-1582-b/,Super Earth,2.83 Earths,1.49 x Earth,0.0316 AU,4.8 days,0.0
2452,2452,Kepler-1583 b,1318.0,0.156 Earths,12.976,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2458/kepler-1583-b/,Terrestrial,0.156 Earths,0.6 x Earth,0.085 AU,9.3 days,0.0
2453,2453,Kepler-1584 b,4620.0,3.22 Earths,15.105,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2459/kepler-1584-b/,Super Earth,3.22 Earths,1.61 x Earth,0.1168 AU,13.4 days,0.0
2454,2454,Kepler-1585 b,3081.0,3.86 Earths,16.326,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2460/kepler-1585-b/,Super Earth,3.86 Earths,1.79 x Earth,0.0445 AU,3.6 days,0.0
2455,2455,Kepler-1586 b,1802.0,2.92 Earths,13.278,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2461/kepler-1586-b/,Super Earth,2.92 Earths,1.52 x Earth,0.1266 AU,15.6 days,0.0
2456,2456,Kepler-1587 b,3348.0,2.33 Earths,14.166,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2462/kepler-1587-b/,Super Earth,2.33 Earths,1.33 x Earth,0.0878 AU,9.4 days,0.0
2457,2457,Kepler-1588 b,3015.0,0.363 Earths,13.94,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2463/kepler-1588-b/,Terrestrial,0.363 Earths,0.76 x Earth,0.0726 AU,7.8 days,0.0
2458,2458,Kepler-1589 b,4936.0,1.32 Earths,15.074,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2464/kepler-1589-b/,Super Earth,1.32 Earths,1.09 x Earth,0.0205 AU,1 days,0.0
2459,2459,Kepler-158 b,1028.0,5.14 Earths,14.743,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5953/kepler-158-b/,Neptune-like,5.14 Earths,2.12 x Earth,0.111 AU,16.7 days,0.0
2460,2460,Kepler-158 c,1028.0,4.27 Earths,14.743,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1753/kepler-158-c/,Super Earth,4.27 Earths,1.9 x Earth,0.158 AU,28.6 days,0.0
2461,2461,Kepler-1590 b,2515.0,1.55 Earths,14.186,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2465/kepler-1590-b/,Super Earth,1.55 Earths,1.14 x Earth,0.0772 AU,7.6 days,0.0
2462,2462,Kepler-1591 b,4631.0,2.15 Earths,14.846,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2466/kepler-1591-b/,Super Earth,2.15 Earths,1.27 x Earth,0.0794 AU,8.2 days,0.0
2463,2463,Kepler-1592 b,5348.0,2.99 Earths,14.94,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2467/kepler-1592-b/,Super Earth,2.99 Earths,1.54 x Earth,0.04 AU,3.1 days,0.0
2464,2464,Kepler-1593 b,2082.0,10.2 Earths,16.19,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2468/kepler-1593-b/,Neptune-like,10.2 Earths,0.283 x Jupiter,0.546 AU,174.5 days,0.0
2465,2465,Kepler-1594 b,3187.0,1.2 Earths,14.951,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2469/kepler-1594-b/,Super Earth,1.2 Earths,1.06 x Earth,0.0396 AU,2.7 days,0.0
2466,2466,Kepler-1595 b,2756.0,2.04 Earths,15.508,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2470/kepler-1595-b/,Super Earth,2.04 Earths,1.23 x Earth,0.051 AU,4.6 days,0.0
2467,2467,Kepler-1596 b,7001.0,4.27 Earths,15.632,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2471/kepler-1596-b/,Super Earth,4.27 Earths,1.9 x Earth,0.3237 AU,66.4 days,0.0
2468,2468,Kepler-1597 b,3983.0,1.2 Earths,14.257,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2472/kepler-1597-b/,Super Earth,1.2 Earths,1.06 x Earth,0.0427 AU,2.9 days,0.0
2469,2469,Kepler-1598 b,2022.0,0.809 Earths,13.929,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2473/kepler-1598-b/,Terrestrial,0.809 Earths,0.95 x Earth,0.0527 AU,4.3 days,0.0
2470,2470,Kepler-1599 b,4333.0,3.26 Earths,14.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2245/kepler-1599-b/,Super Earth,3.26 Earths,1.62 x Earth,0.4823 AU,122.4 days,0.0
2471,2471,Kepler-159 b,1219.0,6.26 Earths,15.386,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1754/kepler-159-b/,Neptune-like,6.26 Earths,0.212 x Jupiter,0.082 AU,10.1 days,0.0
2472,2472,Kepler-159 c,1219.0,11.5 Earths,15.386,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1755/kepler-159-c/,Neptune-like,11.5 Earths,0.304 x Jupiter,0.218 AU,43.6 days,0.0
2473,2473,Kepler-15 b,2412.0,0.66 Jupiters,13.81,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1813/kepler-15-b/,Gas Giant,0.66 Jupiters,0.96 x Jupiter,0.05714 AU,4.9 days,0.06
2474,2474,Kepler-1600 b,3363.0,9.96 Earths,16.076,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2246/kepler-1600-b/,Neptune-like,9.96 Earths,0.279 x Jupiter,0.9712 AU,386.4 days,0.0
2475,2475,Kepler-1600 c,3363.0,4.43 Earths,16.076,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8276/kepler-1600-c/,Super Earth,4.43 Earths,1.942 x Earth,0.0689 AU,7.3 days,0.0
2476,2476,Kepler-1601 b,2102.0,0.477 Earths,13.842,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2247/kepler-1601-b/,Terrestrial,0.477 Earths,0.82 x Earth,0.0336 AU,2.2 days,0.0
2477,2477,Kepler-1602 b,2054.0,2.36 Earths,13.362,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2248/kepler-1602-b/,Super Earth,2.36 Earths,1.34 x Earth,0.1074 AU,11.2 days,0.0
2478,2478,Kepler-1603 b,8848.0,2.21 Earths,15.397,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2249/kepler-1603-b/,Super Earth,2.21 Earths,1.29 x Earth,0.0351 AU,2.3 days,0.0
2479,2479,Kepler-1604 b,1765.0,2.57 Earths,15.224,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2250/kepler-1604-b/,Super Earth,2.57 Earths,1.41 x Earth,0.0089 AU,0.7 days,0.0
2480,2480,Kepler-1605 b,1782.0,1.28 Earths,12.592,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2251/kepler-1605-b/,Super Earth,1.28 Earths,1.08 x Earth,0.3912 AU,85.8 days,0.0
2481,2481,Kepler-1606 b,2712.0,4.94 Earths,15.396,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2252/kepler-1606-b/,Super Earth,4.94 Earths,2.07 x Earth,0.6421 AU,196.4 days,0.0
2482,2482,Kepler-1607 b,4195.0,0.721 Earths,13.969,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2253/kepler-1607-b/,Terrestrial,0.721 Earths,0.92 x Earth,0.1075 AU,13.6 days,0.0
2483,2483,Kepler-1608 b,2714.0,3.64 Earths,16.265,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2254/kepler-1608-b/,Super Earth,3.64 Earths,1.73 x Earth,0.1126 AU,16.5 days,0.0
2484,2484,Kepler-1609 b,5957.0,5.56 Earths,15.159,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2255/kepler-1609-b/,Neptune-like,5.56 Earths,2.22 x Earth,0.4679 AU,114.3 days,0.0
2485,2485,Kepler-160 b,3057.0,3.59 Earths,14.816,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1756/kepler-160-b/,Super Earth,3.59 Earths,1.715 x Earth,0.05511 AU,4.3 days,0.0
2486,2486,Kepler-160 c,3057.0,13.6 Earths,14.816,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5954/kepler-160-c/,Neptune-like,13.6 Earths,0.335 x Jupiter,0.1192 AU,13.7 days,0.0
2487,2487,Kepler-160 d,3057.0,0.31463 Jupiters,14.816,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7639/kepler-160-d/,Gas Giant,0.31463 Jupiters,Unknown,0.17 AU,30 days,0.0
2488,2488,Kepler-1610 b,2819.0,3.22 Earths,16.077,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2256/kepler-1610-b/,Super Earth,3.22 Earths,1.61 x Earth,0.0777 AU,8.7 days,0.0
2489,2489,Kepler-1611 b,2963.0,0.457 Earths,14.627,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2257/kepler-1611-b/,Terrestrial,0.457 Earths,0.81 x Earth,0.0586 AU,5.2 days,0.0
2490,2490,Kepler-1612 b,2495.0,1.08 Earths,14.936,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2258/kepler-1612-b/,Super Earth,1.08 Earths,1.03 x Earth,0.0482 AU,3.9 days,0.0
2491,2491,Kepler-1613 b,4920.0,4.98 Earths,14.192,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2259/kepler-1613-b/,Super Earth,4.98 Earths,2.08 x Earth,0.0264 AU,1.5 days,0.0
2492,2492,Kepler-1614 b,3886.0,2.83 Earths,16.01,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2260/kepler-1614-b/,Super Earth,2.83 Earths,1.49 x Earth,0.0471 AU,3.9 days,0.0
2493,2493,Kepler-1615 b,4547.0,4.9 Earths,14.603,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2261/kepler-1615-b/,Super Earth,4.9 Earths,2.06 x Earth,0.2788 AU,47.3 days,0.0
2494,2494,Kepler-1616 b,3712.0,1.04 Earths,13.491,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2262/kepler-1616-b/,Super Earth,1.04 Earths,1.02 x Earth,0.0761 AU,6.8 days,0.0
2495,2495,Kepler-1617 b,2930.0,1.87 Earths,13.811,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2263/kepler-1617-b/,Super Earth,1.87 Earths,1.2 x Earth,0.181 AU,27.5 days,0.0
2496,2496,Kepler-1618 b,4010.0,2.13 Earths,13.672,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2264/kepler-1618-b/,Super Earth,2.13 Earths,1.26 x Earth,0.0706 AU,6.1 days,0.0
2497,2497,Kepler-1619 b,2397.0,0.363 Earths,13.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2265/kepler-1619-b/,Terrestrial,0.363 Earths,0.76 x Earth,0.1611 AU,23.6 days,0.0
2498,2498,Kepler-161 b,1418.0,12.1 Earths,14.406,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1757/kepler-161-b/,Super Earth,12.1 Earths,2.12 x Earth,0.054 AU,4.9 days,0.0
2499,2499,Kepler-161 c,1418.0,11.8 Earths,14.406,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1758/kepler-161-c/,Super Earth,11.8 Earths,2.05 x Earth,0.068 AU,7.1 days,0.0
2500,2500,Kepler-1620 b,2920.0,3.22 Earths,13.69,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2266/kepler-1620-b/,Super Earth,3.22 Earths,1.61 x Earth,0.4322 AU,102 days,0.0
2501,2501,Kepler-1621 b,5322.0,5.31 Earths,15.151,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2267/kepler-1621-b/,Neptune-like,5.31 Earths,2.16 x Earth,0.4204 AU,92.3 days,0.0
2502,2502,Kepler-1622 b,2598.0,2.76 Earths,13.437,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2268/kepler-1622-b/,Super Earth,2.76 Earths,1.47 x Earth,0.0994 AU,10.8 days,0.0
2503,2503,Kepler-1623 b,2732.0,2.27 Earths,15.205,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2269/kepler-1623-b/,Super Earth,2.27 Earths,1.31 x Earth,0.0518 AU,4.4 days,0.0
2504,2504,Kepler-1624 b,845.0,27.6 Earths,16.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2270/kepler-1624-b/,Neptune-like,27.6 Earths,0.509 x Jupiter,0.0327 AU,3.3 days,0.0
2505,2505,Kepler-1625 b,7536.0,30.6 Earths,16.227,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2271/kepler-1625-b/,Neptune-like,30.6 Earths,0.541 x Jupiter,0.8748 AU,287.4 days,0.0
2506,2506,Kepler-1626 b,4465.0,4.74 Earths,14.357,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2272/kepler-1626-b/,Super Earth,4.74 Earths,2.02 x Earth,0.0537 AU,4.1 days,0.0
2507,2507,Kepler-1627 b,1035.0,13.2 Earths,13.111,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2273/kepler-1627-b/,Neptune-like,13.2 Earths,0.329 x Jupiter,0.0643 AU,7.2 days,0.0
2508,2508,Kepler-1628 b,1148.0,33.8 Earths,17.8298,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2274/kepler-1628-b/,Neptune-like,33.8 Earths,0.574 x Jupiter,0.2952 AU,76.4 days,0.0
2509,2509,Kepler-1629 b,1096.0,0.381 Earths,12.786,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2275/kepler-1629-b/,Terrestrial,0.381 Earths,0.77 x Earth,0.0485 AU,3.9 days,0.0
2510,2510,Kepler-162 b,2791.0,2.13 Earths,14.351,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1759/kepler-162-b/,Super Earth,2.13 Earths,1.26 x Earth,0.069 AU,6.9 days,0.0
2511,2511,Kepler-162 c,2791.0,9.43 Earths,14.351,2014,https://exoplanets.nasa.gov/exoplanet-catalog/619/kepler-162-c/,Neptune-like,9.43 Earths,0.27 x Jupiter,0.137 AU,19.4 days,0.0
2512,2512,Kepler-1630 b,1080.0,5.43 Earths,14.278,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2276/kepler-1630-b/,Neptune-like,5.43 Earths,2.19 x Earth,1.1218 AU,1.4 years,0.0
2513,2513,Kepler-1631 b,4260.0,2.39 Earths,15.673,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2277/kepler-1631-b/,Super Earth,2.39 Earths,1.35 x Earth,0.0511 AU,4.1 days,0.0
2514,2514,Kepler-1632 b,2338.0,6.66 Earths,13.22,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2278/kepler-1632-b/,Neptune-like,6.66 Earths,0.22 x Jupiter,0.6762 AU,448.3 days,0.0
2515,2515,Kepler-1633 b,3637.0,3.12 Earths,13.516,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2279/kepler-1633-b/,Super Earth,3.12 Earths,1.58 x Earth,0.3875 AU,186.4 days,0.0
2516,2516,Kepler-1634 b,2014.0,10.3 Earths,14.636,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2280/kepler-1634-b/,Neptune-like,10.3 Earths,0.285 x Jupiter,1.0525 AU,374.9 days,0.0
2517,2517,Kepler-1635 b,3489.0,12.9 Earths,15.82,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2281/kepler-1635-b/,Neptune-like,12.9 Earths,0.325 x Jupiter,1.117 AU,469.6 days,0.0
2518,2518,Kepler-1636 b,6353.0,10.5 Earths,15.807,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2282/kepler-1636-b/,Neptune-like,10.5 Earths,0.288 x Jupiter,1.1546 AU,425.5 days,0.0
2519,2519,Kepler-1637 b,1850.0,0.64 Earths,13.375,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2283/kepler-1637-b/,Terrestrial,0.64 Earths,0.89 x Earth,0.0596 AU,6.1 days,0.0
2520,2520,Kepler-1638 b,4976.0,4.16 Earths,14.769,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2284/kepler-1638-b/,Super Earth,4.16 Earths,1.87 x Earth,0.745 AU,259.3 days,0.0
2521,2521,Kepler-1639 b,3364.0,7.18 Earths,14.593,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2285/kepler-1639-b/,Neptune-like,7.18 Earths,0.23 x Jupiter,0.0932 AU,9.9 days,0.0
2522,2522,Kepler-163 b,2250.0,1.16 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1760/kepler-163-b/,Super Earth,1.16 Earths,1.05 x Earth,0.078 AU,7.8 days,0.0
2523,2523,Kepler-163 c,2250.0,5.73 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1761/kepler-163-c/,Neptune-like,5.73 Earths,0.202 x Jupiter,0.152 AU,21.3 days,0.0
2524,2524,Kepler-1640 b,6067.0,20.7 Earths,14.754,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2286/kepler-1640-b/,Neptune-like,20.7 Earths,0.43 x Jupiter,0.0836 AU,7.6 days,0.0
2525,2525,Kepler-1641 b,2807.0,9.85 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2287/kepler-1641-b/,Neptune-like,9.85 Earths,0.277 x Jupiter,0.1473 AU,19.7 days,0.0
2526,2526,Kepler-1641 c,2807.0,9.01 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2288/kepler-1641-c/,Neptune-like,9.01 Earths,0.263 x Jupiter,0.2065 AU,32.7 days,0.0
2527,2527,Kepler-1642 b,1350.0,10.3 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2289/kepler-1642-b/,Neptune-like,10.3 Earths,0.285 x Jupiter,0.1016 AU,12.2 days,0.0
2528,2528,Kepler-1642 c,1350.0,7.56 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2290/kepler-1642-c/,Neptune-like,7.56 Earths,0.237 x Jupiter,0.0678 AU,6.7 days,0.0
