id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
2936,Kepler-1963 b,1608,0.337 Earths,14.054,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8060/kepler-1963-b/
2937,Kepler-1964 b,,3.83 Earths,16.363,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8206/kepler-1964-b/
2938,Kepler-1965 b,1702,2.4 Earths,13.839,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8078/kepler-1965-b/
2939,Kepler-1966 b,1581,1.39 Earths,15.222,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8241/kepler-1966-b/
2940,Kepler-1967 b,813,0.315 Earths,13.519,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8162/kepler-1967-b/
2941,Kepler-1968 b,2450,2.86 Earths,16.303,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8083/kepler-1968-b/
2942,Kepler-1969 b,3929,3.47 Earths,15.851,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8054/kepler-1969-b/
2943,Kepler-196 b,1472,4.27 Earths,14.239,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1143/kepler-196-b/
2944,Kepler-196 c,1472,5.65 Earths,14.239,2014,https://exoplanets.nasa.gov/exoplanet-catalog/638/kepler-196-c/
2945,Kepler-196 d,1472,7.56 Earths,14.239,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8193/kepler-196-d/
2946,Kepler-1972 b,937,2.02 Earths,11.23,2014,https://exoplanets.nasa.gov/exoplanet-catalog/8405/kepler-1972-b/
2947,Kepler-1972 c,937,2.11 Earths,11.23,2014,https://exoplanets.nasa.gov/exoplanet-catalog/8406/kepler-1972-c/
2948,Kepler-197 b,1078,1.04 Earths,11.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1144/kepler-197-b/
2949,Kepler-197 c,1078,5.3 Earths,11.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1145/kepler-197-c/
2950,Kepler-197 d,1078,1.98 Earths,11.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1146/kepler-197-d/
2951,Kepler-197 e,1078,0.693 Earths,11.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1147/kepler-197-e/
2952,Kepler-198 b,1616,8.35 Earths,13.684,2014,https://exoplanets.nasa.gov/exoplanet-catalog/639/kepler-198-b/
2953,Kepler-198 c,1616,6.66 Earths,13.684,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1148/kepler-198-c/
2954,Kepler-198 d,1616,2.96 Earths,13.684,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4675/kepler-198-d/
2955,Kepler-199 b,1700,9.85 Earths,13.796,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1149/kepler-199-b/
2956,Kepler-199 c,1700,10.6 Earths,13.796,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1150/kepler-199-c/
2957,Kepler-19 b,713,8.4 Earths,12.035,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1593/kepler-19-b/
2958,Kepler-19 c,713,13.1 Earths,12.035,2011,https://exoplanets.nasa.gov/exoplanet-catalog/634/kepler-19-c/
2959,Kepler-19 d,713,22.5 Earths,12.035,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3483/kepler-19-d/
2960,Kepler-200 b,2172,5.18 Earths,13.932,2014,https://exoplanets.nasa.gov/exoplanet-catalog/641/kepler-200-b/
2961,Kepler-200 c,2172,3.15 Earths,13.932,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1151/kepler-200-c/
2962,Kepler-201 b,2076,6.62 Earths,12.991,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1152/kepler-201-b/
2963,Kepler-201 c,2076,8.5 Earths,12.991,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1153/kepler-201-c/
2964,Kepler-202 b,930,3.29 Earths,14.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/642/kepler-202-b/
2965,Kepler-202 c,930,4.08 Earths,14.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/456/kepler-202-c/
2966,Kepler-203 b,2294,7.13 Earths,14.14,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1154/kepler-203-b/
2967,Kepler-203 c,2294,2.36 Jupiters,14.14,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1155/kepler-203-c/
2968,Kepler-203 d,2294,33.9 Earths,14.14,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1156/kepler-203-d/
2969,Kepler-204 b,2240,6.94 Earths,13.977,2014,https://exoplanets.nasa.gov/exoplanet-catalog/643/kepler-204-b/
2970,Kepler-204 c,2240,3.86 Earths,13.977,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1157/kepler-204-c/
2971,Kepler-205 b,521,2.89 Earths,13.779,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1158/kepler-205-b/
2972,Kepler-205 c,521,3.33 Earths,13.779,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1159/kepler-205-c/
2973,Kepler-206 b,1939,1.87 Earths,13.507,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4474/kepler-206-b/
2974,Kepler-206 c,1939,3.78 Earths,13.507,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1160/kepler-206-c/
2975,Kepler-206 d,1939,1.81 Earths,13.507,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1161/kepler-206-d/
2976,Kepler-207 b,2856,3.09 Earths,13.164,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1162/kepler-207-b/
2977,Kepler-207 c,2856,2.86 Earths,13.164,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4475/kepler-207-c/
2978,Kepler-207 d,2856,11 Earths,13.164,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1163/kepler-207-d/
2979,Kepler-208 b,2529,3.29 Earths,13.561,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1164/kepler-208-b/
2980,Kepler-208 c,2529,2.51 Earths,13.561,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1165/kepler-208-c/
2981,Kepler-208 d,2529,1.87 Earths,13.561,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4476/kepler-208-d/
2982,Kepler-208 e,2529,2.79 Earths,13.561,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1166/kepler-208-e/
2983,Kepler-209 b,1882,5.73 Earths,14.132,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1167/kepler-209-b/
2984,Kepler-209 c,1882,9.8 Earths,14.132,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1245/kepler-209-c/
2985,Kepler-20 b,922,9.7 Earths,12.61,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1594/kepler-20-b/
2986,Kepler-20 c,922,12.75 Earths,12.61,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1595/kepler-20-c/
2987,Kepler-20 d,922,10.07 Earths,12.61,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1596/kepler-20-d/
2988,Kepler-20 e,922,3.08 Earths,12.61,2011,https://exoplanets.nasa.gov/exoplanet-catalog/640/kepler-20-e/
2989,Kepler-20 f,922,14.3 Earths,12.61,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1597/kepler-20-f/
2990,Kepler-20 g,922,19.96 Earths,12.61,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3472/kepler-20-g/
2991,Kepler-210 b,759,8.96 Earths,14.126,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1246/kepler-210-b/
2992,Kepler-210 c,759,12.8 Earths,14.126,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4477/kepler-210-c/
2993,Kepler-211 b,1009,2.13 Earths,13.448,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1247/kepler-211-b/
2994,Kepler-211 c,1009,18.3 Earths,13.448,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1248/kepler-211-c/
2995,Kepler-212 b,2242,1.32 Earths,13.129,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1249/kepler-212-b/
2996,Kepler-212 c,2242,7.95 Earths,13.129,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4478/kepler-212-c/
2997,Kepler-213 b,2071,3.26 Earths,13.705,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1250/kepler-213-b/
2998,Kepler-213 c,2071,6.08 Earths,13.705,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1251/kepler-213-c/
2999,Kepler-214 b,3942,7.32 Earths,14.057,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4543/kepler-214-b/
3000,Kepler-214 c,3942,5.18 Earths,14.057,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4544/kepler-214-c/
3001,Kepler-215 b,1585,3.26 Earths,13.678,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4545/kepler-215-b/
3002,Kepler-215 c,1585,3.78 Earths,13.678,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4546/kepler-215-c/
3003,Kepler-215 d,1585,23.6 Earths,13.678,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4547/kepler-215-d/
3004,Kepler-215 e,1585,3.71 Earths,13.678,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4548/kepler-215-e/
3005,Kepler-216 b,3874,6.12 Earths,14.054,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4549/kepler-216-b/
3006,Kepler-216 c,3874,9.48 Earths,14.054,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4550/kepler-216-c/
3007,Kepler-217 b,3603,5.6 Earths,13.155,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4630/kepler-217-b/
3008,Kepler-217 c,3603,4.08 Earths,13.155,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4631/kepler-217-c/
3009,Kepler-217 d,3603,2.3 Earths,13.155,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4781/kepler-217-d/
3010,Kepler-218 b,2141,2.79 Earths,14.035,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4632/kepler-218-b/
3011,Kepler-218 c,2141,10 Earths,14.035,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4633/kepler-218-c/
3012,Kepler-218 d,2141,7.56 Earths,14.035,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4782/kepler-218-d/
3013,Kepler-219 b,2567,9.01 Earths,13.823,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4634/kepler-219-b/
3014,Kepler-219 c,2567,12.5 Earths,13.823,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4635/kepler-219-c/
3015,Kepler-219 d,2567,19.1 Earths,13.823,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4636/kepler-219-d/
3016,Kepler-21 b,354,5.08 Earths,8.25,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1598/kepler-21-b/
3017,Kepler-220 b,558,0.457 Earths,13.049,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4637/kepler-220-b/
3018,Kepler-220 c,558,3.09 Earths,13.049,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4638/kepler-220-c/
3019,Kepler-220 d,558,0.904 Earths,13.049,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4639/kepler-220-d/
3020,Kepler-220 e,558,2.33 Earths,13.049,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4640/kepler-220-e/
3021,Kepler-221 b,1257,3.57 Earths,13.97,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5402/kepler-221-b/
3022,Kepler-221 c,1257,15.1 Earths,13.97,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4641/kepler-221-c/
3023,Kepler-221 d,1257,7.9 Earths,13.97,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4642/kepler-221-d/
3024,Kepler-221 e,1257,7.41 Earths,13.97,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4643/kepler-221-e/
3025,Kepler-222 b,2475,10.1 Earths,15.407,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4644/kepler-222-b/
3026,Kepler-222 c,2475,19.4 Earths,15.407,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5403/kepler-222-c/
3027,Kepler-222 d,2475,13.2 Earths,15.407,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4645/kepler-222-d/
3028,Kepler-223 b,6066,7.4 Earths,15.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4646/kepler-223-b/
3029,Kepler-223 c,6066,5.1 Earths,15.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4647/kepler-223-c/
3030,Kepler-223 d,6066,8 Earths,15.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5404/kepler-223-d/
3031,Kepler-223 e,6066,4.8 Earths,15.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4648/kepler-223-e/
3032,Kepler-224 b,2551,2.51 Earths,15.801,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4649/kepler-224-b/
3033,Kepler-224 c,2551,9.91 Earths,15.801,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4650/kepler-224-c/
3034,Kepler-224 d,2551,5.9 Earths,15.801,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5405/kepler-224-d/
3035,Kepler-224 e,2551,4.54 Earths,15.801,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4651/kepler-224-e/
3036,Kepler-225 b,1830,1.87 Earths,16.294,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4652/kepler-225-b/
3037,Kepler-225 c,1830,4.04 Earths,16.294,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4653/kepler-225-c/
3038,Kepler-226 b,3197,24 Earths,15.563,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4654/kepler-226-b/
3039,Kepler-226 c,3197,0.142 Jupiters,15.563,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5483/kepler-226-c/
3040,Kepler-226 d,3197,1.98 Earths,15.563,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4655/kepler-226-d/
3041,Kepler-227 b,3533,9.85 Earths,15.623,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4734/kepler-227-b/
3042,Kepler-227 c,3533,9.48 Earths,15.623,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4735/kepler-227-c/
3043,Kepler-228 b,5365,2.96 Earths,15.902,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5484/kepler-228-b/
3044,Kepler-228 c,5365,7.75 Earths,15.902,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4736/kepler-228-c/
3045,Kepler-228 d,5365,15.4 Earths,15.902,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4737/kepler-228-d/
3046,Kepler-229 b,2695,5.48 Earths,16.22,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4738/kepler-229-b/
3047,Kepler-229 c,2695,21.5 Earths,16.22,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5485/kepler-229-c/
3048,Kepler-229 d,2695,14.2 Earths,16.22,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4739/kepler-229-d/
3049,Kepler-22 b,635,36 Earths,11.751,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1599/kepler-22b/
3050,Kepler-230 b,2416,16.8 Earths,15.264,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4740/kepler-230-b/
3051,Kepler-230 c,2416,4.82 Earths,15.264,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4741/kepler-230-c/
3052,Kepler-231 b,1033,35.4 Earths,15.813,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5487/kepler-231-b/
3053,Kepler-231 c,1033,24.1 Earths,15.813,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4742/kepler-231-c/
3054,Kepler-232 b,4401,9.69 Earths,15.565,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4743/kepler-232-b/
3055,Kepler-232 c,4401,14 Earths,15.565,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4744/kepler-232-c/
3056,Kepler-233 b,2794,6.48 Earths,15.477,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4745/kepler-233-b/
3057,Kepler-233 c,2794,7.8 Earths,15.477,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5488/kepler-233-c/
3058,Kepler-234 b,5653,13.2 Earths,15.747,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4746/kepler-234-b/
3059,Kepler-234 c,5653,12.1 Earths,15.747,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4747/kepler-234-c/
3060,Kepler-235 b,1396,5.6 Earths,16.567,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4748/kepler-235-b/
3061,Kepler-235 c,1396,2.18 Earths,16.567,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5489/kepler-235-c/
3062,Kepler-235 d,1396,4.86 Earths,16.567,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4749/kepler-235-d/
3063,Kepler-235 e,1396,5.56 Earths,16.567,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4750/kepler-235-e/
3064,Kepler-236 b,942,3.09 Earths,16.014,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4751/kepler-236-b/
3065,Kepler-236 c,942,4.66 Earths,16.014,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5490/kepler-236-c/
3066,Kepler-237 b,2146,2.57 Earths,15.689,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4752/kepler-237-b/
3067,Kepler-237 c,2146,4.98 Earths,15.689,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5224/kepler-237-c/
3068,Kepler-238 b,5868,3.64 Earths,15.297,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5225/kepler-238-b/
3069,Kepler-238 c,5868,6.3 Earths,15.297,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5226/kepler-238-c/
3070,Kepler-238 d,5868,9.64 Earths,15.297,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5227/kepler-238-d/
3071,Kepler-238 e,5868,0.534 Jupiters,15.297,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5228/kepler-238-e/
3072,Kepler-238 f,5868,13.5 Earths,15.297,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5229/kepler-238-f/
3073,Kepler-239 b,2114,6.04 Earths,15.252,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5230/kepler-239-b/
3074,Kepler-239 c,2114,6.85 Earths,15.252,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5231/kepler-239-c/
3075,Kepler-23 b,2726,0.8 Jupiters,13.567,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1600/kepler-23-b/
3076,Kepler-23 c,2726,2.7 Jupiters,13.567,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5486/kepler-23-c/
3077,Kepler-23 d,2726,17.6 Earths,13.567,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1601/kepler-23-d/
3078,Kepler-240 b,2436,2.45 Earths,15.953,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5232/kepler-240-b/
3079,Kepler-240 c,2436,0.322 Jupiters,15.953,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5233/kepler-240-c/
3080,Kepler-241 b,1670,6.04 Earths,15.708,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5234/kepler-241-b/
3081,Kepler-241 c,1670,7.13 Earths,15.708,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5235/kepler-241-c/
3082,Kepler-242 b,1958,7.32 Earths,15.489,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5236/kepler-242-b/
3083,Kepler-242 c,1958,4.66 Earths,15.489,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4479/kepler-242-c/
3084,Kepler-243 b,2263,6.57 Earths,15.159,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5237/kepler-243-b/
3085,Kepler-243 c,2263,4.62 Earths,15.159,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5238/kepler-243-c/
3086,Kepler-244 b,3381,8.05 Earths,15.747,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5239/kepler-244-b/
3087,Kepler-244 c,3381,4.86 Earths,15.747,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4480/kepler-244-c/
3088,Kepler-244 d,3381,15.2 Earths,15.747,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5240/kepler-244-d/
3089,Kepler-245 b,2810,7.13 Earths,15.546,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5241/kepler-245-b/
3090,Kepler-245 c,2810,0.71 Jupiters,15.546,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5242/kepler-245-c/
3091,Kepler-245 d,2810,21.6 Earths,15.546,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5243/kepler-245-d/
3092,Kepler-245 e,2810,3.71 Earths,15.546,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5086/kepler-245-e/
3093,Kepler-246 b,2042,6.08 Earths,15.197,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4481/kepler-246-b/
3094,Kepler-246 c,2042,2.86 Earths,15.197,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5244/kepler-246-c/
3095,Kepler-247 b,2165,3.33 Earths,15.199,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5245/kepler-247-b/
3096,Kepler-247 c,2165,15.7 Earths,15.199,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5327/kepler-247-c/
3097,Kepler-247 d,2165,14.7 Earths,15.199,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4482/kepler-247-d/
3098,Kepler-248 b,2410,9.38 Earths,15.506,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5328/kepler-248-b/
3099,Kepler-248 c,2410,15.6 Earths,15.506,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5329/kepler-248-c/
3100,Kepler-249 b,621,1.32 Earths,16.37,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5330/kepler-249-b/
3101,Kepler-249 c,621,2.89 Earths,16.37,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4483/kepler-249-c/
3102,Kepler-249 d,621,3.09 Earths,16.37,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5331/kepler-249-d/
3103,Kepler-24 b,3774,1.6 Jupiters,15.04,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1602/kepler-24-b/
3104,Kepler-24 c,3774,1.6 Jupiters,15.04,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1603/kepler-24-c/
3105,Kepler-24 d,3774,3.43 Earths,15.04,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5491/kepler-24-d/
3106,Kepler-24 e,3774,8.15 Earths,15.04,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1604/kepler-24-e/
3107,Kepler-250 b,2481,1.51 Earths,15.819,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5332/kepler-250-b/
3108,Kepler-250 c,2481,5.82 Earths,15.819,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5333/kepler-250-c/
3109,Kepler-250 d,2481,5.39 Earths,15.819,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4485/kepler-250-d/
3110,Kepler-251 b,3016,2.33 Earths,15.541,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5334/kepler-251-b/
3111,Kepler-251 c,3016,8.1 Earths,15.541,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5335/kepler-251-c/
3112,Kepler-251 d,3016,8.1 Earths,15.541,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5336/kepler-251-d/
3113,Kepler-251 e,3016,8.1 Earths,15.541,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5337/kepler-251-e/
3114,Kepler-252 b,1238,2.04 Earths,15.406,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4486/kepler-252-b/
3115,Kepler-252 c,1238,5.27 Earths,15.406,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5338/kepler-252-c/
3116,Kepler-253 b,2735,3.29 Earths,15.778,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5339/kepler-253-b/
3117,Kepler-253 c,2735,7.51 Earths,15.778,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5340/kepler-253-c/
3118,Kepler-253 d,2735,10.2 Earths,15.778,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4487/kepler-253-d/
3119,Kepler-254 b,4532,14.3 Earths,16.012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5341/kepler-254-b/
3120,Kepler-254 c,4532,3.2 Earths,16.012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5342/kepler-254-c/
3121,Kepler-254 d,4532,6.8 Earths,16.012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5343/kepler-254-d/
3122,Kepler-255 b,3433,3.02 Earths,15.699,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4488/kepler-255-b/
3123,Kepler-255 c,3433,9.22 Earths,15.699,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5344/kepler-255-c/
3124,Kepler-255 d,3433,2.3 Earths,15.699,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5108/kepler-255-d/
3125,Kepler-256 b,3348,3.15 Earths,15.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5345/kepler-256-b/
3126,Kepler-256 c,3348,5.27 Earths,15.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5346/kepler-256-c/
3127,Kepler-256 d,3348,6.71 Earths,15.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5347/kepler-256-d/
3128,Kepler-256 e,3348,6.12 Earths,15.178,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4489/kepler-256-e/
3129,Kepler-257 b,2545,7.32 Earths,15.652,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5348/kepler-257-b/
3130,Kepler-257 c,2545,25.2 Earths,15.652,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5349/kepler-257-c/
3131,Kepler-257 d,2545,21.7 Earths,15.652,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5350/kepler-257-d/
3132,Kepler-258 b,1879,15.5 Earths,15.49,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4490/kepler-258-b/
3133,Kepler-258 c,1879,12.7 Earths,15.49,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5351/kepler-258-c/
3134,Kepler-259 b,3269,8.25 Earths,15.378,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5433/kepler-259-b/
3135,Kepler-259 c,3269,7.75 Earths,15.378,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5434/kepler-259-c/
3136,Kepler-25 b,793,8.7 Earths,10.769,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1605/kepler-25-b/
3137,Kepler-25 c,793,15.2 Earths,10.769,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1606/kepler-25-c/
3138,Kepler-25 d,793,0.226 Jupiters,10.769,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4484/kepler-25-d/
3139,Kepler-260 b,2046,4.7 Earths,14.253,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4492/kepler-260-b/
3140,Kepler-260 c,2046,3.68 Earths,14.253,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5435/kepler-260-c/
3141,Kepler-261 b,1036,5.39 Earths,13.738,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5436/kepler-261-b/
3142,Kepler-261 c,1036,4.66 Earths,13.738,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5437/kepler-261-c/
3143,Kepler-262 b,2000,2.42 Earths,14.478,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4493/kepler-262-b/
